period,cave,num,name,cat1,cat2.1,cat2.2,,path,allhex,HEX1,HEX2,HEX3,HEX4,HEX5,COLOR1,COLOR2,COLOR3,COLOR4,COLOR5,Murals images
Late Tang Dynasty,12,48,21女供养人像,供养人面画 Portrait of Donors,Life,Buddhism ,11,"../public/4wt/48 21女供养人像.jpeg',","#724f49,#291c21,#7990a1,#987776,#60606f",#724f49,#291c21,#7990a1,#987776,#60606f,,,,,,
Late Tang Dynasty,12,49,22四方佛藻井,装饰图案画Decorative pattern painting,Zaojing Pattern,Buddhism ,12,"../public/4wt/49 22四方佛藻井.jpeg',","#6c5244,#321b20,#946a58,#57302b,#9a887c",#6c5244,#321b20,#946a58,#57302b,#9a887c,,,,,,
Late Tang Dynasty,12,50,23不空羂索观音,佛像画Buddhist painting,Buddhism,,110,"../public/4wt/50 23不空羂索观音.jpeg',","#8f685e,#614542,#85807f,#6c3429,#392124",#8f685e,#614542,#85807f,#6c3429,#392124,,,,,,
Late Tang Dynasty,12,51,24千手千眼观音,佛像画Buddhist painting,Buddhism,,111,"../public/4wt/51 24千手千眼观音.jpeg',","#786059,#5c3f38,#7d858f,#392326,#9c7f7a",#786059,#5c3f38,#7d858f,#392326,#9c7f7a,,,,,,
Late Tang Dynasty,12,52,25如意轮观音,佛像画Buddhist painting,Buddhism,,112,"../public/4wt/52 25如意轮观音.jpeg',","#7b625f,#5b3935,#7b868d,#2e1f22,#a58683",#7b625f,#5b3935,#7b868d,#2e1f22,#a58683,,,,,,
Late Tang Dynasty,12,53,26大日如来,佛像画Buddhist painting,Buddhism,,113,"../public/4wt/53 26大日如来.jpeg',","#6a4c47,#60757e,#38262b,#977b78,#5f2526",#6a4c47,#60757e,#38262b,#977b78,#5f2526,,,,,,
Late Tang Dynasty,12,54,27持梵匣菩萨,佛像画Buddhist painting,Buddhism,,114,"../public/4wt/54 27持梵匣菩萨.jpeg',","#683b38,#2e2329,#946159,#591519,#575b64",#683b38,#2e2329,#946159,#591519,#575b64,,,,,,
Late Tang Dynasty,12,55,28持莲华菩萨,佛像画Buddhist painting,Buddhism,,115,"../public/4wt/55 28持莲华菩萨.jpeg',","#916b68,#1e141b,#652b1f,#626368,#542c2a",#916b68,#1e141b,#652b1f,#626368,#542c2a,,,,,,
Late Tang Dynasty,12,56,29乐舞伎,,Music,Life,,"../public/4wt/56 29乐舞伎.jpeg',","#68463d,#696e7a,#24181b,#5e1d12,#34414e",#68463d,#696e7a,#24181b,#5e1d12,#34414e,,,,,,
Late Tang Dynasty,12,57,30金刚菩萨,佛像画Buddhist painting,Buddhism,,116,"../public/4wt/57 30金刚菩萨.jpeg',","#7d584f,#572726,#4a4c55,#2f1c22,#64717c",#7d584f,#572726,#4a4c55,#2f1c22,#64717c,,,,,,
Late Tang Dynasty,18,58,1乐舞,,Music,Dance,,"../public/4wt/58 1乐舞.jpeg',","#b88272,#7e3d35,#432728,#868375,#e0b0a3",#b88272,#7e3d35,#432728,#868375,#e0b0a3,,,,,,
Late Tang Dynasty,18,59,2文殊菩萨,佛像画Buddhist painting,Buddhism,,117,"../public/4wt/59 2文殊菩萨.jpeg',","#be8573,#6d322e,#e6b3a7,#9b5b4e,#a0998e",#be8573,#6d322e,#e6b3a7,#9b5b4e,#a0998e,,,,,,
Late Tang Dynasty,85,60,1百戏,,Life,,,"../public/4wt/60 1百戏.jpeg',","#434f60,#1f151b,#5b261d,#958393,#6e4f4f",#434f60,#1f151b,#5b261d,#958393,#6e4f4f,,,,,,
Late Tang Dynasty,85,61,2报恩经变,经变画 Buddhist Sutra Art,Buddhism,,118,"../public/4wt/61 2报恩经变.jpeg',","#5e5764,#86757d,#503239,#2e2636,#b1959a",#5e5764,#86757d,#503239,#2e2636,#b1959a,,,,,,
Late Tang Dynasty,85,62,3禅修僧1,故事画 Story painting,Buddhism,Life,113,"../public/4wt/62 3禅修僧1.jpeg',","#4c5869,#402020,#718297,#2d2d3d,#6c4c4d",#4c5869,#402020,#718297,#2d2d3d,#6c4c4d,,,,,,
Late Tang Dynasty,85,63,4禅修僧2,故事画 Story painting,Buddhism,Life,114,"../public/4wt/63 4禅修僧2.jpeg',","#56616f,#3d2125,#7d6266,#302f43,#6e3e34",#56616f,#3d2125,#7d6266,#302f43,#6e3e34,,,,,,
Late Tang Dynasty,85,64,5东方药师经变,经变画 Buddhist Sutra Art,Buddhism,,119,"../public/4wt/64 5东方药师经变.jpeg',","#af978b,#502d2b,#6c7066,#d8c6ba,#9c604e",#af978b,#502d2b,#6c7066,#d8c6ba,#9c604e,,,,,,
Late Tang Dynasty,85,65,6法华经变,经变画 Buddhist Sutra Art,Buddhism,,120,"../public/4wt/65 6法华经变.jpeg',","#4d4656,#2f1923,#93747d,#57677c,#5d2f2f",#4d4656,#2f1923,#93747d,#57677c,#5d2f2f,,,,,,
Late Tang Dynasty,85,66,7乾城野马,故事画 Story painting,Life,,115,"../public/4wt/66 7乾城野马.jpeg',","#491e1d,#434b58,#6d4e4e,#1f1520,#88737f",#491e1d,#434b58,#6d4e4e,#1f1520,#88737f,,,,,,
Late Tang Dynasty,85,67,8乐舞,,Dance,Music,,"../public/4wt/67 8乐舞.jpeg',","#6c4945,#717579,#303b5f,#b18e87,#3a2527",#6c4945,#717579,#303b5f,#b18e87,#3a2527,,,,,,
Late Tang Dynasty,85,68,9佛像,佛像画Buddhist painting,Buddhism,,118,"../public/4wt/68 9佛像.jpeg',","#dcb6a9,#231920,#c6764f,#838081,#855349",#dcb6a9,#231920,#c6764f,#838081,#855349,,,,,,
Late Tang Dynasty,85,69,10佛像,佛像画Buddhist painting,Buddhism,,119,"../public/4wt/69 10佛像.jpeg',","#832b23,#646468,#b99997,#1d1822,#642d2c",#832b23,#646468,#b99997,#1d1822,#642d2c,,,,,,
Late Tang Dynasty,85,70,11藻井,装饰图案画Decorative pattern painting,Zaojing Pattern,,13,"../public/4wt/70 11藻井.jpeg',","#4c2329,#ba968c,#676267,#2f2742,#894c41",#4c2329,#ba968c,#676267,#2f2742,#894c41,,,,,,
Late Tang Dynasty,85,71,12乐舞,,Dance,Music,,"../public/4wt/71 12乐舞.jpeg',","#b99292,#495960,#653332,#271b21,#9d4939",#b99292,#495960,#653332,#271b21,#9d4939,,,,,,
Late Tang Dynasty,85,72,13楞伽经变图,经变画 Buddhist Sutra Art,Buddhism,,121,"../public/4wt/72 13楞伽经变图.jpeg',","#564847,#686d71,#3c2422,#775247,#9a7f7a",#564847,#686d71,#3c2422,#775247,#9a7f7a,,,,,,
Late Tang Dynasty,85,73,14猎夫与屠夫,故事画 Story painting,Life,,116,"../public/4wt/73 14猎夫与屠夫.jpeg',","#576b85,#4a2b2e,#241e2d,#816d7a,#65241d",#576b85,#4a2b2e,#241e2d,#816d7a,#65241d,,,,,,
Late Tang Dynasty,85,74,15鹿母夫人故事,故事画 Story painting,Buddhism,Life,117,"../public/4wt/74 鹿母夫人故事.jpeg',","#847173,#3b1c1d,#545f6c,#b09897,#1f232a",#847173,#3b1c1d,#545f6c,#b09897,#1f232a,,,,,,
Late Tang Dynasty,85,75,16鹿母夫人故事2,故事画 Story painting,Buddhism,Life,118,"../public/4wt/75 鹿母夫人故事2.jpeg',","#a07c7c,#49697c,#47252f,#ceb2af,#742a21",#a07c7c,#49697c,#47252f,#ceb2af,#742a21,,,,,,
Late Tang Dynasty,85,76,17弥勒率天宫,故事画 Story painting,Buddhism,,119,"../public/4wt/76 弥勒率天宫.jpeg',","#a58c8b,#453031,#ceb5b4,#746667,#854435",#a58c8b,#453031,#ceb5b4,#746667,#854435,,,,,,
Late Tang Dynasty,85,77,18骑队,故事画 Story painting,Life,,120,"../public/4wt/77 18骑队.jpeg',","#646465,#40191a,#b79b92,#18214a,#866761",#646465,#40191a,#b79b92,#18214a,#866761,,,,,,
Late Tang Dynasty,85,78,19射金狮故事1,故事画 Story painting,Life,,121,"../public/4wt/78 19射金狮故事.jpeg',","#6b7a85,#533032,#9a868d,#7a544d,#3b4363",#6b7a85,#533032,#9a868d,#7a544d,#3b4363,,,,,,
Late Tang Dynasty,85,79,20射金狮故事2,故事画 Story painting,Life,,122,"../public/4wt/79 20射金狮故事.jpeg',","#b19d9d,#72656d,#432e30,#6e848c,#7e5647",#b19d9d,#72656d,#432e30,#6e848c,#7e5647,,,,,,
Late Tang Dynasty,85,80,21树下弹筝,故事画 Story painting,Life,,123,"../public/4wt/80 21树下弹筝.jpeg',","#353f49,#341113,#836f7b,#0f1d46,#1a1418",#353f49,#341113,#836f7b,#0f1d46,#1a1418,,,,,,
Late Tang Dynasty,85,81,22听法菩萨,佛像画Buddhist painting,Buddhism,,120,"../public/4wt/81 22听法菩萨.jpeg',","#35171b,#957476,#111b47,#3a4555,#573031",#35171b,#957476,#111b47,#3a4555,#573031,,,,,,
Late Tang Dynasty,85,82,23童子嬉戏,故事画 Story painting,Life,,124,"../public/4wt/82 23童子嬉戏.jpeg',","#ac9096,#70464b,#252e5a,#5a6777,#341c21",#ac9096,#70464b,#252e5a,#5a6777,#341c21,,,,,,
Late Tang Dynasty,85,83,24屠房,故事画 Story painting,Life,,125,"../public/4wt/83 24屠房.jpeg',","#516989,#6f3630,#2d1e2a,#8d8499,#675567",#516989,#6f3630,#2d1e2a,#8d8499,#675567,,,,,,
Late Tang Dynasty,85,84,25帏屋闲话,故事画 Story painting,Life,,126,"../public/4wt/84 25帏屋闲话.jpeg',","#625d61,#8f6a63,#2f222b,#617984,#723f2e",#625d61,#8f6a63,#2f222b,#617984,#723f2e,,,,,,
Late Tang Dynasty,85,85,26西方净土变,经变画 Buddhist Sutra Art,Buddhism,,122,"../public/4wt/85 26西方净土变.jpeg',","#695655,#937675,#55302d,#3a3436,#ba9d9e",#695655,#937675,#55302d,#3a3436,#ba9d9e,,,,,,
Late Tang Dynasty,85,86,27战马,故事画 Story painting,War,,127,"../public/4wt/86 27战马.jpeg',","#8d7570,#4f5552,#7d412e,#b39490,#491c18",#8d7570,#4f5552,#7d412e,#b39490,#491c18,,,,,,
Late Tang Dynasty,107,87,1佛弟子像,佛像画Buddhist painting,Buddhism,,121,"../public/4wt/87 1佛弟子像.jpeg',","#ba8d76,#2a1b26,#672529,#e4bcaa,#905342",#ba8d76,#2a1b26,#672529,#e4bcaa,#905342,,,,,,
Late Tang Dynasty,107,88,2菩萨,佛像画Buddhist painting,Buddhism,,122,"../public/4wt/88 2菩萨.jpeg',","#a1806f,#805e4d,#773825,#bd9e8b,#4c2c22",#a1806f,#805e4d,#773825,#bd9e8b,#4c2c22,,,,,,
Late Tang Dynasty,107,89,3菩萨,佛像画Buddhist painting,Buddhism,,123,"../public/4wt/89 3菩萨.jpeg',","#96675b,#3e0d15,#b3877e,#7e2b19,#6d3226",#96675b,#3e0d15,#b3877e,#7e2b19,#6d3226,,,,,,
Late Tang Dynasty,107,90,4喜和母女供养像,供养人面画 Portrait of Donors,Life,Buddhism ,12,"../public/4wt/90 4喜和母女供养像.jpeg',","#c7998c,#6f372a,#28151c,#e4b8ad,#a16c59",#c7998c,#6f372a,#28151c,#e4b8ad,#a16c59,,,,,,
Late Tang Dynasty,107,91,5观无量寿经变,经变画 Buddhist Sutra Art,Buddhism,,123,"../public/4wt/91 5观无量寿经变.jpeg',","#a17769,#7a4b41,#888379,#4a2929,#c9a295",#a17769,#7a4b41,#888379,#4a2929,#c9a295,,,,,,
Late Tang Dynasty,138,92,1金光明经变舍身品,经变画 Buddhist Sutra Art,Buddhism,,124,"../public/4wt/92 1金光明经变舍身品.jpeg',","#a17a63,#7d493c,#686960,#c6a48e,#432533",#a17a63,#7d493c,#686960,#c6a48e,#432533,,,,,,
Late Tang Dynasty,138,93,2百兽听法,故事画 Story painting,Buddhism,,128,"../public/4wt/93 2百兽听法.jpeg',","#b18f80,#663324,#776859,#95593f,#421f1c",#b18f80,#663324,#776859,#95593f,#421f1c,,,,,,
Late Tang Dynasty,138,94,3男剃度,故事画 Story painting,Life,Buddhism ,129,"../public/4wt/94 3男剃度.jpeg',","#a1806d,#4e2824,#d6b2a6,#504e44,#7f5040",#a1806d,#4e2824,#d6b2a6,#504e44,#7f5040,,,,,,
Late Tang Dynasty,138,95,4山景,山水风景Landscape painting,Life,,13,"../public/4wt/95 4山景.jpeg',","#c69f92,#65685f,#9a7261,#7e3d2d,#45312d",#c69f92,#65685f,#9a7261,#7e3d2d,#45312d,,,,,,
Late Tang Dynasty,138,96,5帝王出行图,故事画 Story painting,Politics/History,Life,130,"../public/4wt/96 5帝王出行图.jpeg',","#6a413c,#ab715a,#3b2426,#dea485,#87372b",#6a413c,#ab715a,#3b2426,#dea485,#87372b,,,,,,
Late Tang Dynasty,138,97,6鹿母故事,故事画 Story painting,Life,Buddhism ,131,"../public/4wt/97 6鹿母故事.jpeg',","#c99072,#827969,#433f36,#9a583a,#eebda5",#c99072,#827969,#433f36,#9a583a,#eebda5,,,,,,
Late Tang Dynasty,138,98,7山城,山水风景Landscape painting,Life,,14,"../public/4wt/98 7山城.jpeg',","#9b6952,#6b5444,#c18e77,#753324,#492d26",#9b6952,#6b5444,#c18e77,#753324,#492d26,,,,,,
Late Tang Dynasty,138,99,8报恩经变,经变画 Buddhist Sutra Art,Buddhism,,125,"../public/4wt/99 8报恩经变.jpeg',","#bb8675,#6d4c45,#8e4538,#f2ccbc,#3d2e32",#bb8675,#6d4c45,#8e4538,#f2ccbc,#3d2e32,,,,,,
Late Tang Dynasty,144,100,1舞妓,,Dance,,,"../public/4wt/100 1舞妓.jpeg',","#828b82,#181217,#6e2d23,#a2806e,#502e2d",#828b82,#181217,#6e2d23,#a2806e,#502e2d,,,,,,
Late Tang Dynasty,144,101,2龙天诸神,,Buddhism,,,"../public/4wt/101 2龙天诸神.jpeg',","#5d2321,#767c7d,#2e191d,#a88a84,#7c574d",#5d2321,#767c7d,#2e191d,#a88a84,#7c574d,,,,,,
Late Tang Dynasty,144,102,3金刚拳菩萨,佛像画Buddhist painting,Buddhism,,124,"../public/4wt/102 3金刚拳菩萨.jpeg',","#4b1318,#ac8b7a,#555e59,#916854,#6a211c",#4b1318,#ac8b7a,#555e59,#916854,#6a211c,,,,,,
Late Tang Dynasty,144,103,4鹿,,Life,,,"../public/4wt/103 4鹿.jpeg',","#606467,#4c1a1b,#7e2f1c,#2c1c1f,#87615e",#606467,#4c1a1b,#7e2f1c,#2c1c1f,#87615e,,,,,,
Late Tang Dynasty,144,104,5鹿,,Life,,,"../public/4wt/104 5鹿.jpeg',","#615f5a,#814d3a,#331e20,#6a1e14,#9b776f",#615f5a,#814d3a,#331e20,#6a1e14,#9b776f,,,,,,
Late Tang Dynasty,144,105,6千手千钵文殊,佛像画Buddhist painting,Buddhism,,125,"../public/4wt/105 6千手千钵文殊.jpeg',","#ba8477,#7f3837,#7f7d7c,#4c202c,#e7c0b4",#ba8477,#7f3837,#7f7d7c,#4c202c,#e7c0b4,,,,,,
Late Tang Dynasty,144,106,7日天,佛像画Buddhist painting,Buddhism,,126,"../public/4wt/106 7日天.jpeg',","#831a11,#ba8c76,#200c14,#670f13,#76857b",#831a11,#ba8c76,#200c14,#670f13,#76857b,,,,,,
Late Tang Dynasty,144,107,8月天,佛像画Buddhist painting,Buddhism,,127,"../public/4wt/107 8月天.jpeg',","#9d6753,#661215,#5e645f,#260b12,#bd8f81",#9d6753,#661215,#5e645f,#260b12,#bd8f81,,,,,,
Late Tang Dynasty,144,108,9孔雀明王,佛像画Buddhist painting,Buddhism,,128,"../public/4wt/108 9孔雀明王.jpeg',","#946a52,#67382c,#707977,#b89b90,#3c1518",#946a52,#67382c,#707977,#b89b90,#3c1518,,,,,,
Late Tang Dynasty,144,109,10金翅鸡王,,Buddhism,,,"../public/4wt/109 10金翅鸡王.jpeg',","#b38a78,#5f2623,#8f9992,#35191e,#8b5a48",#b38a78,#5f2623,#8f9992,#35191e,#8b5a48,,,,,,
Late Tang Dynasty,144,110,11供养菩萨,佛像画Buddhist painting,Buddhism,,129,"../public/4wt/110 11供养菩萨.jpeg',","#a27b66,#521d1d,#66695f,#844e39,#2f191d",#a27b66,#521d1d,#66695f,#844e39,#2f191d,,,,,,
Late Tang Dynasty,144,111,12女供养人,供养人面画 Portrait of Donors,Life,Buddhism ,13,"../public/4wt/111 12女供养人.jpeg',","#b38982,#1f1115,#641b1a,#7a8388,#885b4f",#b38982,#1f1115,#641b1a,#7a8388,#885b4f,,,,,,
Late Tang Dynasty,144,112,13女供养人,供养人面画 Portrait of Donors,Life,Buddhism ,14,"../public/4wt/112 13女供养人.jpeg',","#9b7467,#361d1f,#bd988d,#703d2d,#706155",#9b7467,#361d1f,#bd988d,#703d2d,#706155,,,,,,
Late Tang Dynasty,145,113,1猛虎,,Life,,,"../public/4wt/113 1猛虎.jpeg',","#8d7069,#201218,#a98884,#512621,#67534b",#8d7069,#201218,#a98884,#512621,#67534b,,,,,,
Late Tang Dynasty,145,114,2如意轮观音,佛像画Buddhist painting,Buddhism,,130,"../public/4wt/114 2如意轮观音.jpeg',","#805651,#b78d87,#411d21,#888685,#632c25",#805651,#b78d87,#411d21,#888685,#632c25,,,,,,
Late Tang Dynasty,145,115,3说法图,经变画 Buddhist Sutra Art,Buddhism,,126,"../public/4wt/115 3说法图.jpeg',","#ab7961,#67312f,#3c2226,#756d55,#d9a689",#ab7961,#67312f,#3c2226,#756d55,#d9a689,,,,,,
Late Tang Dynasty,147,116,1侍童,,Life,,,"../public/4wt/116 1侍童.jpeg',","#c09f97,#9f7d70,#28171a,#7c3123,#764f3c",#c09f97,#9f7d70,#28171a,#7c3123,#764f3c,,,,,,
Late Tang Dynasty,147,117,2侍童,,Life,,,"../public/4wt/117 2侍童.jpeg',","#c49e91,#784f37,#311919,#d2b1a8,#a47d66",#c49e91,#784f37,#311919,#d2b1a8,#a47d66,,,,,,
Late Tang Dynasty,156,118,1八人对舞,故事画 Story painting,Dance,Life,132,"../public/4wt/118 1八人对舞.jpeg',","#956965,#453a48,#643431,#b8908b,#24141f",#956965,#453a48,#643431,#b8908b,#24141f,,,,,,
Late Tang Dynasty,156,119,2百戏,故事画 Story painting,Dance,Life,133,"../public/4wt/119 2百戏.jpeg',","#85695b,#5d3d2f,#ab8b83,#28191a,#585b52",#85695b,#5d3d2f,#ab8b83,#28191a,#585b52,,,,,,
Late Tang Dynasty,156,120,3持节骑,故事画 Story painting,Politics/History,Life,134,"../public/4wt/120 3持节骑.jpeg',","#976862,#421b21,#be9591,#72362c,#494357",#976862,#421b21,#be9591,#72362c,#494357,,,,,,
Late Tang Dynasty,156,121,4担舆,故事画 Story painting,Life,,135,"../public/4wt/121 4担舆.jpeg',","#a3897e,#3e2822,#7b685b,#424d46,#c2a69c",#a3897e,#3e2822,#7b685b,#424d46,#c2a69c,,,,,,
Late Tang Dynasty,156,122,5帝王图,故事画 Story painting,Politics/History,Life,136,"../public/4wt/122 5帝王图.jpeg',","#8b6652,#643728,#5d6b62,#332021,#b59584",#8b6652,#643728,#5d6b62,#332021,#b59584,,,,,,
Late Tang Dynasty,156,123,6降魔变,故事画 Story painting,Buddhism,,137,"../public/4wt/123 6降魔变.jpeg',","#7c4a3d,#b48878,#2d2d31,#5f716d,#461e21",#7c4a3d,#b48878,#2d2d31,#5f716d,#461e21,,,,,,
Late Tang Dynasty,156,124,7乐舞,,Dance,Music,,"../public/4wt/124 7乐舞.jpeg',","#8f5c42,#3c1f20,#576863,#613a2c,#1f1c22",#8f5c42,#3c1f20,#576863,#613a2c,#1f1c22,,,,,,
Late Tang Dynasty,156,125,8猎骑,故事画 Story painting,Life,,138,"../public/4wt/125 8猎骑.jpeg',","#8a5b4f,#5c302b,#321c22,#ad7e73,#6e6b6a",#8a5b4f,#5c302b,#321c22,#ad7e73,#6e6b6a,,,,,,
Late Tang Dynasty,156,126,9马车,故事画 Story painting,Life,,139,"../public/4wt/126 9马车.jpeg',","#977970,#452e2a,#67534c,#c0a29a,#20171c",#977970,#452e2a,#67534c,#c0a29a,#20171c,,,,,,
Late Tang Dynasty,156,127,10魔君弓手与魔女,故事画 Story painting,Buddhism,,140,"../public/4wt/127 10魔君弓手与魔女.jpeg',","#ab867b,#221921,#5c6b71,#59312f,#edeaea",#ab867b,#221921,#5c6b71,#59312f,#edeaea,,,,,,
Late Tang Dynasty,156,128,11女供养人行列,供养人面画 Portrait of Donors,Life,Buddhism ,15,"../public/4wt/128 11女供养人行列.jpeg',","#a68b83,#493739,#745f59,#c7b0aa,#221821",#a68b83,#493739,#745f59,#c7b0aa,#221821,,,,,,
Late Tang Dynasty,156,129,12骑马,故事画 Story painting,Life,,141,"../public/4wt/129 12骑马.jpeg',","#131115,#bf897c,#5e3437,#6d6b74,#96584d",#131115,#bf897c,#5e3437,#6d6b74,#96584d,,,,,,
Late Tang Dynasty,156,130,13骑射,故事画 Story painting,Life,,142,"../public/4wt/130 13骑射.jpeg',","#a28879,#191117,#896047,#e9e4db,#55382e",#a28879,#191117,#896047,#e9e4db,#55382e,,,,,,
Late Tang Dynasty,156,131,14敲金鼓的婆罗门,故事画 Story painting,Buddhism,,143,"../public/4wt/131 14敲金鼓的婆罗门.jpeg',","#98705f,#271b22,#719098,#5c382f,#546264",#98705f,#271b22,#719098,#5c382f,#546264,,,,,,
Late Tang Dynasty,156,132,15宋氏出行座骑,故事画 Story painting,Life,Life,144,"../public/4wt/132 15宋氏出行座骑.jpeg',","#83574b,#472829,#ae7c6e,#655d5f,#663526",#83574b,#472829,#ae7c6e,#655d5f,#663526,,,,,,
Late Tang Dynasty,156,133,16仪仗队,故事画 Story painting,War,Politics/History,145,"../public/4wt/133 16仪仗队.jpeg',","#916f6a,#5c302f,#c99d94,#8d4a37,#28161d",#916f6a,#5c302f,#c99d94,#8d4a37,#28161d,,,,,,
Late Tang Dynasty,156,134,17驿使骑1,故事画 Story painting,Life,Politics/History,146,"../public/4wt/134 17驿使骑1.jpeg',","#c19485,#6a645b,#763926,#381b1e,#9c705f",#c19485,#6a645b,#763926,#381b1e,#9c705f,,,,,,
Late Tang Dynasty,156,135,18驿使骑2,故事画 Story painting,Life,Politics/History,147,"../public/4wt/135 18驿使骑2.jpeg',","#996c61,#2e161b,#bc8e83,#676665,#703a2b",#996c61,#2e161b,#bc8e83,#676665,#703a2b,,,,,,
Late Tang Dynasty,156,136,19音乐,故事画 Story painting,Music,Life,148,"../public/4wt/136 19音乐.jpeg',","#d3aea4,#23181e,#9f736c,#75362a,#624646",#d3aea4,#23181e,#9f736c,#75362a,#624646,,,,,,
Late Tang Dynasty,156,137,20张译潮夫人宋氏出行1,故事画 Story painting,Politics/History,Life,149,"../public/4wt/137 20张译潮夫人宋氏出行1.jpeg',","#946b60,#5c3934,#675e5d,#bd9187,#2e1e21",#946b60,#5c3934,#675e5d,#bd9187,#2e1e21,,,,,,
Late Tang Dynasty,156,138,21张译潮夫人宋氏出行2,故事画 Story painting,Politics/History,Life,150,"../public/4wt/138 21张译潮夫人宋氏出行2.jpeg',","#101118,#8f6e62,#68473e,#bb958b,#412422",#101118,#8f6e62,#68473e,#bb958b,#412422,,,,,,
Late Tang Dynasty,156,139,22张译潮夫人宋氏出行3,故事画 Story painting,Politics/History,Life,151,"../public/4wt/139 22张译潮夫人宋氏出行3.jpeg',","#141218,#b88f86,#8d685a,#eee6e2,#62372c",#141218,#b88f86,#8d685a,#eee6e2,#62372c,,,,,,
Late Tang Dynasty,156,140,23张译潮夫人宋氏出行4,故事画 Story painting,Politics/History,Life,152,"../public/4wt/140 23张译潮夫人宋氏出行4.jpeg',","#c19690,#8d8a85,#583933,#9c6e63,#7f3d2f",#c19690,#8d8a85,#583933,#9c6e63,#7f3d2f,,,,,,
Late Tang Dynasty,156,141,24张译潮统军出行1,故事画 Story painting,Politics/History,War,153,"../public/4wt/141 24张译潮统军出行1.jpeg',","#906f67,#482d30,#c19c94,#556067,#753e35",#906f67,#482d30,#c19c94,#556067,#753e35,,,,,,
Late Tang Dynasty,156,142,25张译潮统军出行2,故事画 Story painting,Politics/History,War,154,"../public/4wt/142 25张译潮统军出行2.jpeg',","#9d7168,#301e24,#caa098,#6a696e,#6c3f3b",#9d7168,#301e24,#caa098,#6a696e,#6c3f3b,,,,,,
Late Tang Dynasty,156,143,26张译潮统军出行3,故事画 Story painting,Politics/History,War,155,"../public/4wt/143 26张译潮统军出行3.jpeg',","#936c69,#422e35,#6b7380,#82443b,#bd8d85",#936c69,#422e35,#6b7380,#82443b,#bd8d85,,,,,,
Late Tang Dynasty,156,144,27子弟军骑队,故事画 Story painting,Life,Politics/History,156,"../public/4wt/144 27子弟军骑队.jpeg',","#0d0e16,#6c4e48,#462b28,#927270,#52525e",#0d0e16,#6c4e48,#462b28,#927270,#52525e,,,,,,
Late Tang Dynasty,161,145,1千手千眼观音藻井,故事画 Story painting,Zaojing Pattern,Buddhism ,157,"../public/4wt/145 1千手千眼观音藻井.jpeg',","#775e55,#403135,#bea894,#ab7256,#77887f",#775e55,#403135,#bea894,#ab7256,#77887f,,,,,,
Late Tang Dynasty,161,146,2观音,佛像画Buddhist painting,Buddhism,,131,"../public/4wt/146 2观音.jpeg',","#4a2c2f,#bb8e84,#736f6d,#7b4337,#221a24",#4a2c2f,#bb8e84,#736f6d,#7b4337,#221a24,,,,,,
Late Tang Dynasty,196,147,1劳度差门圣变,故事画 Story painting,Buddhism,,158,"../public/4wt/147 1劳度差门圣变.jpeg',","#8c736d,#7f3d2f,#b99c94,#535958,#563331",#8c736d,#7f3d2f,#b99c94,#535958,#563331,,,,,,
Late Tang Dynasty,196,148,2吉祥天女,,Buddhism,,,"../public/4wt/148 2吉祥天女.jpeg',","#d0c0bd,#4a5454,#663f37,#92837b,#2f282b",#d0c0bd,#4a5454,#663f37,#92837b,#2f282b,,,,,,
Late Tang Dynasty,196,149,3飓风中的女外道,故事画 Story painting,Life,Buddhism ,159,"../public/4wt/149 3飓风中的女外道.jpeg',","#af8276,#776f68,#7d382c,#553231,#d1b6ad",#af8276,#776f68,#7d382c,#553231,#d1b6ad,,,,,,
Late Tang Dynasty,196,150,4观音地藏经刚杵菩萨,佛像画Buddhist painting,Buddhism,,132,"../public/4wt/150 4观音地藏经刚杵菩萨.jpeg',","#c7b1af,#2b1619,#6f635f,#65342b,#a58a84",#c7b1af,#2b1619,#6f635f,#65342b,#a58a84,,,,,,
Late Tang Dynasty,196,151,5文殊变,经变画 Buddhist Sutra Art,Buddhism,,127,"../public/4wt/151 5文殊变.jpeg',","#9e8d8d,#2e252b,#cfbcbc,#773e2e,#60666d",#9e8d8d,#2e252b,#cfbcbc,#773e2e,#60666d,,,,,,
Late Tang Dynasty,196,152,6千佛,佛像画Buddhist painting,Buddhism,,133,"../public/4wt/152 6千佛.jpeg',","#cfb8b0,#69362c,#676762,#462322,#9d8177",#cfb8b0,#69362c,#676762,#462322,#9d8177,,,,,,
Late Tang Dynasty,196,153,7说法图,经变画 Buddhist Sutra Art,Buddhism,,128,"../public/4wt/153 7说法图.jpeg',","#c2a9a6,#1f1518,#703025,#897b76,#56322f",#c2a9a6,#1f1518,#703025,#897b76,#56322f,,,,,,
Late Tang Dynasty,196,154,9对舞,,Dance,Buddhism ,,"../public/4wt/154 9对舞.jpeg',","#937060,#552923,#55615e,#27262a,#b4a29b",#937060,#552923,#55615e,#27262a,#b4a29b,,,,,,
Late Tang Dynasty,196,155,10迦陵平伽鸟乐舞,故事画 Story painting,Dance,,160,"../public/4wt/155 10迦陵平伽鸟乐舞.jpeg',","#3e4f4c,#c2b1a8,#4d2a26,#85756a,#1f191e",#3e4f4c,#c2b1a8,#4d2a26,#85756a,#1f191e,,,,,,
